emp_no,last_name,first_name,hire_date
285985,Halevi,Przemyslawa,9/21/86
285995,Alameldin,Danel,7/7/86
286000,Eugenio,Tonny,4/25/86
286014,Gecseg,Hongzue,1/27/86
286031,Reistad,Rafols,11/21/86
286033,Swiler,Ottavia,5/12/86
286056,Claffy,Bedrich,12/25/86
286065,Condotta,Billie,12/25/86
286073,Andreotta,Jaroslava,4/13/86
286076,Callaway,Mary,9/8/86
286080,Hinsberger,Gal,11/4/86
286082,Burnard,Rosalyn,7/9/86
286122,Birdsall,Limsoon,11/25/86
286127,Reeker,Danil,2/25/86
286132,Suermann,Wonhee,2/18/86
286134,Cincotta,Ortrun,5/25/86
286135,Bail,Subbu,12/22/86
286137,Gimarc,Ortrun,11/7/86
286142,Jumpertz,Gen,5/6/86
286153,Eickenmeyer,Sadok,7/4/86
286157,Rosenbaum,Claude,4/23/86
286165,Maierhofer,Ghassan,5/3/86
286174,Parascandalo,Mountaz,6/4/86
286186,Schaaf,Hidde,10/16/86
286196,Gewali,Trygve,10/19/86
286219,Rehfuss,Gita,2/24/86
286228,Diderrich,Aram,12/18/86
286232,Guenter,Weijing,3/26/86
286239,Luby,Paloma,6/16/86
286247,Sambasivam,Vasilis,9/5/86
286252,Velardi,Hsiangchu,8/22/86
286274,Gammage,Jouni,5/11/86
286277,Bage,Boalin,11/18/86
286286,Laurillard,Elrique,4/23/86
286291,Kieras,Lena,8/5/86
286292,Eterovic,Make,8/1/86
286294,Bellone,Shuji,3/2/86
286301,Raoux,Lalit,5/18/86
286320,Piancastelli,Inderjeet,8/21/86
286321,Orlowski,Wonhee,10/27/86
286338,Matzat,Akhilish,8/7/86
286367,Chinal,Zhonghui,12/8/86
286375,Schiettecatte,Bingning,5/7/86
286376,Prochazka,Jouni,5/3/86
286390,Hennings,Susanne,3/4/86
286402,Uehara,Giordano,1/15/86
286406,Whittlesey,Udaiprakash,11/8/86
286407,Raoux,Nevio,2/28/86
286419,Gips,Martine,1/7/86
286423,Flanders,Dietrich,8/8/86
286444,Srimani,Marin,2/22/86
286446,Perng,Rajmohan,3/18/86
286449,Khalid,Randi,5/23/86
286450,Fadgyas,Basem,6/28/86
286451,Swiler,Shuichi,6/8/86
286469,Brendel,Tze,11/29/86
286470,Etalle,Kyoichi,1/14/86
286473,Azadmanesh,Saniya,10/8/86
286475,Chappelet,Eirik,7/6/86
286478,Karnin,Denis,11/12/86
286490,Ranai,Gill,1/4/86
286493,Ciolek,Uma,11/3/86
286498,Sadowski,Adin,4/16/86
286502,Barbanera,Margo,8/21/86
286530,Roisin,Billur,12/25/86
286531,Baig,Pragnesh,8/7/86
286538,Attimonelli,Sukumar,8/21/86
286540,Rotem,Oldrich,3/6/86
286543,Luga,Limsoon,6/7/86
286550,Furudate,Ghassan,9/4/86
286569,Oxenboll,Masaki,4/29/86
286571,Genther,Irena,1/27/86
286580,Veevers,Kankanahalli,12/1/86
286582,Litecky,Kazuhira,4/29/86
286583,Klassen,Khue,4/1/86
286587,VanScheik,Mostafa,10/23/86
286635,Serna,Ger,10/14/86
286638,Malinowski,Srinidhi,9/24/86
286641,Maierhofer,Paraskevi,8/30/86
286642,Matzke,Guiseppe,1/30/86
286647,Pulkowski,Reinhold,12/11/86
286650,Turnbull,Marek,5/1/86
286657,Himler,Dante,4/27/86
286672,Peha,Amstein,2/18/86
286674,Bouloucos,Gal,12/16/86
286678,Oxenboll,Tadanori,9/24/86
286684,Delgrossi,Mart,12/6/86
286693,Apsitis,Dzung,3/2/86
286708,Crouzet,Mingdong,12/26/86
286709,Kowalchuk,Abdelaziz,1/6/86
286718,Bage,Weijing,7/6/86
286720,Gien,KayLiang,6/25/86
286724,Leonhardt,Zhigen,2/12/86
286746,Erdi,Georg,7/9/86
286780,Kropp,Yaghout,11/28/86
286790,Diderrich,Snehasis,6/17/86
286798,Jarecki,Elvia,8/3/86
286829,Vecchio,Kazuhisa,3/17/86
286830,Reistad,Arvin,12/8/86
286848,Demeyer,Ulf,2/7/86
286871,McFarlan,Lijia,4/16/86
286891,Baek,Salvador,1/19/86
286906,Ghelli,Prasadram,3/28/86
286928,Kampfer,Fumitaka,4/8/86
286941,Savasere,Arlette,7/27/86
286942,Thombley,Fusako,5/2/86
286945,Servi,Wayne,12/5/86
286952,Birke,Ronghao,11/18/86
286953,Genther,Josyula,2/8/86
286964,Kandlur,Zvonko,7/29/86
286973,Eugenio,Kensyu,3/25/86
286987,Birta,Premsyl,6/12/86
286996,Jumpertz,Oscar,5/3/86
286997,Liesche,Koichi,12/22/86
286998,Nourani,Monique,2/17/86
287005,Beutelspacher,Menkae,12/29/86
287017,Vitiello,Sreekrishna,10/12/86
287018,Nivat,Uli,7/14/86
287022,Merks,Wilmer,6/9/86
287023,Morrin,George,1/10/86
287032,Boissier,Sachio,12/14/86
287039,Ginneken,Shahab,4/1/86
287040,Conry,Halsur,2/8/86
287043,Restivo,Jaques,12/1/86
287056,Gerteisen,Djenana,4/13/86
287065,Sidou,Ghassan,9/22/86
287066,Nitsch,Shaowen,2/18/86
287076,Harnett,Almudena,3/9/86
287089,Krohm,JoAnne,11/2/86
287090,Itzfeldt,Dekang,12/3/86
287097,Kisuki,Sigeru,4/3/86
287119,Itschner,Zijian,1/25/86
287127,Sadowski,Yonghong,10/1/86
287129,Nations,Yuping,12/19/86
287131,Ghazalie,Vasiliy,5/21/86
287141,Biros,Gou,6/27/86
287148,Birjandi,Shunichi,11/26/86
287152,Comte,Raimond,6/9/86
287163,Verhaegen,Vugranam,3/20/86
287177,Nergos,Yuichiro,8/30/86
287183,Grandbois,Chinhyun,2/10/86
287185,Cummings,Howell,7/22/86
287200,Koblitz,Genevieve,2/4/86
287202,Oskamp,Bikash,6/18/86
287207,Bahl,Koldo,6/22/86
287211,Zaccaria,Froduald,12/10/86
287221,Sinitsyn,Saeed,11/9/86
287229,Fontet,Jiafu,4/25/86
287235,Covnot,Shaz,5/30/86
287245,Angot,Junsik,4/24/86
287259,DasSarma,Mircea,12/10/86
287262,Whitcomb,Sushant,2/23/86
287265,Mersereau,Saeed,6/2/86
287273,Ramaiah,Cheong,11/3/86
287287,Carrera,Fen,5/18/86
287293,Rosch,Gao,7/1/86
287295,Neiman,Mohua,1/11/86
287320,Eastman,Kerhong,11/3/86
287331,Casperson,Jolita,8/12/86
287335,Strehl,Kristen,6/9/86
287341,McFarlan,Jiann,2/4/86
287345,Erva,Oldrich,8/5/86
287356,Delgrossi,Uinam,6/6/86
287381,Gecseg,Vasilis,5/10/86
287388,Mahnke,Zongyan,1/26/86
287392,Berendt,Thodoros,8/6/86
287395,Esposito,Pranav,11/6/86
287397,Pokrovskii,Martien,9/22/86
287398,Roisin,Lein,5/8/86
287434,Adachi,Yongmin,4/30/86
287437,Salinas,Kristinn,2/19/86
287438,Delaune,Duangkaew,9/2/86
287462,Gomatam,Piyawadee,3/6/86
287469,Iisaku,Guiseppe,9/15/86
287478,Feldmann,Arno,2/17/86
287481,Leppanen,Charmane,8/14/86
287483,Peron,Phuoc,3/6/86
287495,Beerel,Adil,11/29/86
287508,Wissmann,Anneke,7/21/86
287533,Niizuma,Utz,8/7/86
287536,Kushnir,Bedrich,6/23/86
287553,Zeilberger,Khatoun,1/31/86
287565,Olano,Along,5/4/86
287567,Manders,Hongzue,10/10/86
287571,Stenning,Kristin,7/9/86
287582,Gopalakrishnan,Paris,1/13/86
287587,Masamoto,Ult,5/30/86
287592,Denna,Leni,2/28/86
287603,Leaver,Domenico,3/15/86
287607,Waeselynck,Shakhar,7/19/86
287614,Molenaar,Mountaz,9/5/86
287632,Dusink,Joydip,6/21/86
287635,Kamber,Jagoda,5/12/86
287645,Murthy,Zissis,8/29/86
287649,Hainaut,Abdelwaheb,1/20/86
287657,Erbe,Sham,4/6/86
287665,Snyers,Shalesh,3/25/86
287677,Mandelberg,Otilia,3/20/86
287680,Rande,Youssef,2/6/86
287686,Leonhardt,Yefim,5/8/86
287702,Angelopoulos,Munehiro,4/7/86
287711,Jansch,Amabile,7/28/86
287712,Klerer,Aleksander,3/28/86
287713,Ranka,Aamod,11/17/86
287714,Lammel,Sachem,8/13/86
287715,Simmel,Ferdinand,1/28/86
287716,Molberg,Babette,4/17/86
287717,Mullainathan,Inderjeet,11/12/86
287722,Dichev,Huan,10/29/86
287744,Hemaspaandra,Woody,11/30/86
287756,Ernst,Douadi,1/7/86
287768,Pargaonkar,Demos,11/3/86
287769,Dratva,Tianruo,8/26/86
287770,Halevi,Duke,6/18/86
287778,Suomi,Krisda,3/29/86
287802,Passafiume,Georgi,12/3/86
287811,Rothenberg,Otilia,11/29/86
287823,Menhoudj,Masaki,9/7/86
287841,Erev,Kazuhira,6/29/86
287866,Dalphin,Eben,3/3/86
287868,Luders,Hideo,4/28/86
287869,Asmuth,Nahid,12/28/86
287879,Einsfeld,Satosi,2/17/86
287898,Underwood,Kazuhisa,5/29/86
287900,Busillo,Steve,11/7/86
287914,Chiola,Reuven,9/27/86
287917,Rindone,Barry,6/19/86
287931,Tsukuda,Sariel,1/29/86
287943,Boyle,Jaewoo,12/26/86
287963,Sabnani,Hironoby,1/17/86
287974,Casley,Djelloul,4/16/86
287975,Ladret,Uma,8/20/86
287976,Huttel,Aria,8/3/86
288007,Perko,Xuejia,3/2/86
288015,Neiman,Qiwen,12/11/86
288018,Peltason,Marke,4/12/86
288024,Reutenauer,Eldridge,10/11/86
288029,Schaap,Lijia,3/13/86
288040,Ranft,Gou,1/27/86
288046,Feldhoffer,Tokuyasu,2/26/86
288054,Erie,Odysseas,2/6/86
288057,Ozeri,Alejandro,1/12/86
288059,Kabayashi,Leni,6/23/86
288061,Birsak,Paraskevi,8/21/86
288062,Miake,Samphel,1/27/86
288081,Siochi,DAIDA,3/29/86
288100,Kaminger,Lillian,12/2/86
288110,Qiwen,Claude,11/17/86
288119,Munch,Perry,1/18/86
288136,Thisen,Chiranjit,7/28/86
288163,Unni,Shiv,3/20/86
288168,Juneja,Akeno,4/22/86
288176,Pauthner,Thanasis,1/27/86
288184,Vigier,Seongbin,11/1/86
288185,Prochazka,Remmert,12/20/86
288192,Openshaw,Jamaludin,12/17/86
288218,Hasenauer,Hein,11/19/86
288220,Kermarrec,Kish,11/26/86
288228,Pettis,Aram,11/3/86
288234,Weiland,Zhiwei,11/18/86
288246,Klassen,Candida,12/18/86
288260,Trogemann,Brigham,12/13/86
288285,Fandrianto,Eran,6/7/86
288288,Ligten,Mohd,4/19/86
288290,Nyrup,Baziley,3/12/86
288296,Hutton,Shahar,9/16/86
288301,Marchesini,Youjian,11/8/86
288304,Majewski,Shan,3/28/86
288314,Xiaoshan,Moriyoshi,5/8/86
288318,Naudin,Tiina,9/26/86
288319,Kaminger,Srinidhi,1/11/86
288326,Panangaden,Deborah,12/18/86
288332,Douceur,Sibyl,7/23/86
288340,Rosin,Moheb,1/6/86
288341,Koshiba,Aris,1/6/86
288345,Lamparter,Tuval,11/6/86
288350,Terkki,Masamitsu,11/20/86
288353,Decleir,Khalid,3/3/86
288359,Beidas,Kwok,3/6/86
288369,Streng,Eran,3/20/86
288393,Lakshmanan,Bernd,11/23/86
288400,Haraldson,Arvin,6/16/86
288401,Roison,Shigeaki,7/10/86
288411,Frolund,Achilleas,3/15/86
288418,Mahnke,Zhenhua,7/16/86
288423,Marsiglia,Masanao,8/1/86
288425,Jullig,Stepehn,4/8/86
288429,Luga,Luerbio,4/18/86
288443,Azumi,Shen,8/3/86
288461,Madeira,Nathan,11/9/86
288477,Siepmann,Satyanarayana,10/25/86
288482,Gurbaxani,Khoa,9/25/86
288489,McClurg,Heather,11/2/86
288492,Stifter,Hirochika,6/11/86
288493,Cullers,Arif,6/17/86
288498,Meszaros,Arun,9/7/86
288504,Conta,Adly,9/29/86
288528,Birdsall,Jiafu,11/20/86
288531,Stentiford,Rosli,6/29/86
288540,Camarinopoulos,Uli,8/3/86
288549,Khalid,Perla,10/13/86
288553,Hitomi,Dayanand,7/4/86
288557,Vidya,Ingmar,8/15/86
288559,Rijsenbrij,Franziska,2/17/86
288570,Morrin,Utpal,11/24/86
288571,Kranzdorf,Shigeichiro,2/23/86
288572,Ranta,Irena,2/26/86
288573,Bruckman,Shir,9/15/86
288574,Paludetto,Fayez,1/14/86
288575,Lindenbaum,Lunjin,10/25/86
288578,Birrer,Boguslaw,4/9/86
288583,Garrabrants,Howell,10/1/86
288585,Veccia,Pragnesh,12/26/86
288589,Peck,DeForest,3/8/86
288595,Boissier,Basant,7/13/86
288596,Lunn,Mircea,12/19/86
288598,Range,Gregory,10/12/86
288613,Narahari,Randy,7/17/86
288617,Beeson,Tsutomu,12/5/86
288630,Bresenham,Magdalena,12/2/86
288632,Baca,Huican,6/1/86
288634,Kobara,Chenyi,6/25/86
288650,Pargaonkar,Gao,6/21/86
288653,Rahimi,DAIDA,12/14/86
288662,Ramsay,Lijie,12/13/86
288665,Khasidashvili,Horward,9/16/86
288669,Griswold,Gianluca,12/5/86
288684,Papastamatiou,Gou,5/22/86
288700,Auria,Junichi,2/17/86
288720,Leuchs,Lein,6/1/86
288733,Waschkowski,Yuchang,5/4/86
288736,Kemmerer,Gila,4/30/86
288748,Fandrianto,Satoru,8/26/86
288753,Bondorf,Guther,4/17/86
288756,Berstel,Stein,5/2/86
288761,Janocha,Moheb,11/1/86
288770,Gerlach,Sarita,11/26/86
288771,Picco,Vishv,6/10/86
288774,Crelier,Vitali,9/6/86
288775,Rosch,Froduald,1/8/86
288780,Fioravanti,Collette,7/21/86
288799,Collavizza,Ioana,3/23/86
288800,Isaac,JoAnne,2/3/86
288808,Homond,Hailing,10/30/86
288818,Chinal,Jackson,1/24/86
288821,Attimonelli,Elgin,10/13/86
288836,Dengi,Mamdouh,7/21/86
288839,Matheson,Thodoros,8/25/86
288847,Kalafatis,Guenter,8/25/86
288858,Monkewich,Shaz,11/13/86
288862,Lupu,Anneke,12/25/86
288877,Demizu,Niclas,11/11/86
288890,Hebert,Nadjib,1/13/86
288893,Rosenbaum,Bedrich,12/16/86
288895,Bierbaum,Christ,7/16/86
288901,Chenney,Oscal,10/8/86
288902,Hiltgen,Mario,7/31/86
288906,Yurek,Hideyuki,9/17/86
288922,Herath,Shahab,1/19/86
288925,Giveon,Kiam,6/19/86
288939,Schiper,Roselyn,4/10/86
288942,Ramalingam,Xiadong,4/26/86
288951,Samarati,Przemyslawa,9/16/86
288956,Chimia,Mack,10/12/86
288957,Terkki,Jungsoon,3/8/86
288959,Vendrig,Lenore,11/19/86
288964,Rettelbach,Uri,9/3/86
288972,Azumi,Valter,11/2/86
288975,Cromarty,Pradeep,7/31/86
288999,Furedi,Qingxiang,7/4/86
289006,Syrotiuk,Gio,11/28/86
289013,Panangaden,Quingbo,2/5/86
289021,Bael,Danco,12/21/86
289025,Fordan,Feixiong,11/25/86
289039,Reinhard,Basant,8/13/86
289040,Vidal,Werner,7/23/86
289045,Tyugu,Atreye,9/22/86
289057,Theuretzbacher,Eishiro,6/6/86
289062,Klerer,Basant,1/17/86
289070,Sidje,Leah,1/25/86
289081,Azulay,Subhrajyoti,9/27/86
289085,Katalagarianos,Shawna,11/14/86
289086,Barreiro,Juichirou,11/9/86
289096,Selvestrel,Ravishankar,7/1/86
289099,Bennet,Yahiko,1/18/86
289109,Hoogerwoord,Sumant,5/24/86
289110,Sudbeck,Hideo,4/19/86
289111,Suri,Jinxi,9/23/86
289115,Garrabrants,Mohan,3/6/86
289126,Jeansoulin,Radhika,7/30/86
289143,Mitina,Gianluca,6/6/86
289154,Fendler,Menkae,3/1/86
289169,Varman,Shugo,6/10/86
289172,Angiulli,Valeska,6/1/86
289173,Valtorta,Doowon,12/8/86
289180,Msuda,Minghong,7/31/86
289182,Nicolson,Gio,11/19/86
289187,Luon,Chuanyi,7/20/86
289194,Slaats,Faiza,3/31/86
289198,Poehlman,Rafael,4/11/86
289219,Marciano,Huican,4/19/86
289221,Muhlberg,Ulises,12/7/86
289230,Monarch,Hsiangchu,7/21/86
289231,Pews,Kenroku,9/27/86
289270,Mitzlaff,Shuho,4/28/86
289281,Mondadori,Basant,4/3/86
289283,Beilner,Eric,9/11/86
289285,Miake,Mohua,1/28/86
289293,Dratva,Zeljko,11/19/86
289294,Merel,Tsutomu,10/17/86
289299,Landherr,Premal,5/3/86
289305,Detkin,Dipankar,1/21/86
289307,Marrevee,Takanari,5/20/86
289310,Bonifati,Krassimir,6/28/86
289320,Bennet,Kwangjo,7/16/86
289334,Waschkowski,Mototsugu,10/19/86
289338,Facello,Jackson,9/1/86
289342,Butner,Leif,10/12/86
289346,Valette,Adin,6/12/86
289357,Marletta,Anoosh,12/18/86
289367,McFarlan,Jacopo,11/25/86
289418,Kalefeld,Jayson,4/16/86
289419,Ozeri,Kenroku,6/17/86
289421,Decleir,Cordelia,9/27/86
289422,Merkl,Guadalupe,3/17/86
289424,Zschoche,Syozo,9/2/86
289436,Anguita,Hidekazu,2/25/86
289438,Takanami,Karlis,7/11/86
289444,Detkin,Werner,12/22/86
289456,Neiman,Kazuhisa,10/30/86
289458,Rikino,Sibyl,3/18/86
289459,Gecsel,Xinyu,11/28/86
289461,Anandan,Sergi,9/17/86
289462,Hegner,Takahira,8/7/86
289469,Braccini,Shin,11/8/86
289478,Picel,Shin,5/10/86
289524,Chiola,Kristen,4/23/86
289532,Veevers,Frederique,7/10/86
289540,Schmiedel,Kauko,5/16/86
289543,Kirkerud,Shmuel,9/13/86
289572,Gurbaxani,Moheb,5/4/86
289578,Lindqvist,Sungwon,7/5/86
289579,Karunanithi,Moon,7/13/86
289585,Pappas,Guther,1/25/86
289590,Talmor,Shen,7/15/86
289593,Barinka,Maya,6/26/86
289600,Camarinopoulos,Yoshinari,3/3/86
289608,Petersohn,Carrsten,2/15/86
289616,Fasbender,Mark,6/27/86
289617,Eastman,Almudena,1/11/86
289619,Mundy,Jiafu,5/28/86
289620,Rousseau,Atreyi,4/13/86
289633,Hanabata,Mamdouh,3/30/86
289636,Peternell,Bernt,8/11/86
289641,Masand,Hongzhu,10/18/86
289647,Murtafg,Marit,3/24/86
289649,Furedi,Arnd,9/25/86
289650,Felder,Teunis,1/3/86
289683,Veldwijk,Ortrun,6/18/86
289686,Rajala,Ortrun,3/2/86
289694,McFarlin,Moon,2/7/86
289706,Kropatsch,Peternela,12/26/86
289709,Farris,Youpyo,6/6/86
289714,Krybus,Otilia,10/20/86
289721,Huxford,Kazuyasu,11/10/86
289726,Azuma,Kristof,8/5/86
289736,Ghelli,Duri,8/19/86
289742,Xiaoshan,Cristinel,6/4/86
289745,Dengi,Sergi,4/19/86
289750,Collette,Guenter,11/20/86
289756,Hegner,Huei,3/10/86
289761,Sifakis,Sailaja,2/13/86
289789,Viele,Berthier,4/19/86
289796,Piazza,Arto,9/24/86
289801,Angot,Gila,1/23/86
289804,Yetim,Khalid,12/6/86
289811,Quittner,Collette,8/23/86
289848,Majewski,Ipke,11/9/86
289867,Peak,Uno,4/4/86
289871,Ecklund,Perla,5/7/86
289874,Luck,Kwee,9/27/86
289904,Bahr,Tetsurou,4/25/86
289911,Puoti,Jayesh,6/11/86
289938,Eldridge,Uzi,9/13/86
289941,Sudkamp,Shuji,1/24/86
289960,Kitsuregawa,Denny,12/14/86
289961,Ponthieu,Kitty,6/11/86
289986,Kaelbling,Kolar,4/27/86
290000,Kading,Danae,11/17/86
290012,Solares,Sergi,9/8/86
290021,Salvesen,Akemi,11/14/86
290062,Morrow,Godehard,8/16/86
290069,Yoshimura,Guenter,9/19/86
290074,Biran,Breannda,1/17/86
290086,Swist,Demin,10/18/86
290092,Terkki,Takahira,1/31/86
290093,Riesenhuber,Martijn,2/16/86
290099,Lanzelotte,Kerryn,7/1/86
290100,Thisen,Fay,4/20/86
290120,Eugenio,Sajjad,9/7/86
290148,Brendel,Gunilla,1/9/86
290152,Shanbhogue,Kousuke,3/19/86
290192,Boreale,Jouni,12/30/86
290194,Tsukune,Rosita,10/9/86
290197,Seuren,Ung,6/24/86
290213,Coors,Remco,11/6/86
290217,Azumi,Kaijung,1/14/86
290243,Jumpertz,Rafail,5/28/86
290254,Roohalamini,Vugranam,6/12/86
290268,Fetvedt,Xianlong,3/3/86
290287,DuCasse,Teiji,8/7/86
290289,Paludetto,Mani,12/9/86
290290,Trumbly,Amalendu,11/10/86
290291,Janocha,Prodip,10/19/86
290298,Kuszyk,Ziyad,4/21/86
290304,Stavenow,Weidon,8/20/86
290306,Velasco,Indrajit,5/17/86
290312,Breugel,Shaunak,11/14/86
290317,Schapiro,Yoshinari,7/27/86
290328,Henseler,Gaurav,6/11/86
290342,Wuwongse,Tzvetan,7/4/86
290362,Bahr,Debaprosad,8/17/86
290365,Hebert,Gianluca,10/23/86
290380,Honiden,Toshiko,8/8/86
290388,Ozeki,Christ,1/28/86
290404,Waschkowski,Shigeaki,11/11/86
290409,Klerer,Sachio,4/21/86
290435,Kowalchuk,Souichi,3/27/86
290442,Kragelund,Djenana,9/3/86
290461,Leuchs,Freyja,4/16/86
290463,Fortenbacher,Candido,9/11/86
290472,Harnett,Adin,11/25/86
290476,Mansanne,Honglan,11/26/86
290497,Braccini,Heon,7/30/86
290502,Mondadori,Sasan,9/20/86
290515,Muntz,Paddy,10/11/86
290521,Karunanithi,Miomir,8/11/86
290528,Akaboshi,Mayuko,4/27/86
290538,Vrecion,Kwok,7/20/86
290540,Lyonns,Gennadi,1/15/86
290544,Pena,Shahab,12/29/86
290549,Melski,Ymte,10/12/86
290554,Bruckman,Shaowei,10/27/86
290558,Linares,Franziska,1/3/86
290561,Melter,Genki,6/28/86
290563,Oxenboll,Shigehiro,2/26/86
290567,Poujol,Martina,5/25/86
290588,Baby,Phuoc,4/14/86
290589,Chleq,Jouni,5/9/86
290593,Msuda,Vojin,2/15/86
290605,Anick,Suzette,2/11/86
290608,Gihr,Hinrich,4/17/86
290614,Joslin,Zhenbing,4/6/86
290616,Ponthieu,Szabolcs,11/22/86
290629,Merle,Ung,1/19/86
290631,Vieri,Yoshinari,5/29/86
290657,Kusakabe,Uriel,4/9/86
290669,Nations,Arvin,3/11/86
290670,Sethi,Aluzio,11/7/86
290672,Bultermann,Randi,5/15/86
290678,Pleszkun,Gita,8/10/86
290683,Thorensen,Suvo,12/18/86
290685,Nations,Spyrose,1/5/86
290687,Delgrande,Oddvar,3/25/86
290708,Besancenot,Luigi,6/5/86
290714,Vickson,Cullen,2/24/86
290721,Kuszyk,TRUE,2/13/86
290722,Nations,Sachar,1/19/86
290731,Pepe,Gunilla,9/7/86
290740,Lamma,Baocai,2/18/86
290750,Malinowski,Radhakrishnan,8/11/86
290758,Tetzlaff,Somnath,12/28/86
290761,Waterhouse,Yahiko,9/30/86
290765,Farris,Yoshimitsu,2/4/86
290766,Angelopoulos,Fumiko,3/5/86
290772,Chartres,Kwee,6/3/86
290773,Mukaidono,Ottavia,7/29/86
290779,Coney,Anestis,3/9/86
290780,Hettesheimer,Tzvetan,6/23/86
290784,Fendler,Marla,12/5/86
290788,Lundstrom,Weijing,3/27/86
290797,Boissier,Feiyu,6/5/86
290801,Piancastelli,Trygve,5/10/86
290806,Kroft,Dung,8/10/86
290809,Warwick,Mototsugu,8/14/86
290816,Cochrane,Sachem,1/26/86
290821,Schueller,Qingxiang,6/14/86
290827,Alpay,Yuuichi,12/6/86
290828,Munro,Mary,3/5/86
290829,Bamford,Izaskun,4/15/86
290834,Bernick,Yonghong,10/16/86
290851,Gladwell,Nikolaos,8/3/86
290854,Skrikant,Goa,8/5/86
290857,Garigliano,Zeljko,7/27/86
290865,Babb,Pascal,10/15/86
290875,Cyne,Masako,9/11/86
290883,Melski,Rosalyn,2/6/86
290890,Vitiello,Margareta,1/17/86
290891,Krupka,Xiaoshan,7/8/86
290893,Rassart,Valdiodio,2/16/86
290894,Choobineh,Aksel,7/5/86
290910,Pepe,Frazer,10/14/86
290918,Mawatari,Mantis,7/1/86
290919,Farris,Kish,12/30/86
290920,Cunliffe,Christ,9/10/86
290929,Siegrist,Danco,10/1/86
290933,Apsitis,Zine,9/9/86
290935,Pero,Thanasis,1/19/86
290941,Katalagarianos,Mart,7/19/86
290948,Anandan,Zorica,7/22/86
290961,Kermarrec,Munehiko,9/15/86
290989,Lamma,Mori,11/8/86
290990,Bennet,Guiseppe,11/25/86
290991,Schaar,Shaibal,4/5/86
291008,Shimshoni,Takushi,11/14/86
291011,Huxford,Aron,1/8/86
291024,Garnick,Sachem,12/9/86
291034,Ballarin,Ibibia,9/6/86
291039,Zirintsis,Xumin,6/26/86
291040,Gimbel,Gian,5/5/86
291041,Iacovou,Kyoichi,8/21/86
291050,Busillo,Changho,10/7/86
291058,Furudate,Limsoon,2/1/86
291059,Bultermann,Sanjai,3/9/86
291067,Sanella,Margareta,3/2/86
291074,Maliniak,Hitomi,11/11/86
291085,Paludetto,Zhenbing,9/16/86
291086,Krzyzanowski,Isamu,1/20/86
291096,Pettis,Sachin,5/2/86
291100,Rindone,Peer,8/5/86
291119,Huxford,Bernice,9/28/86
291125,Bresenham,Yongmin,10/23/86
291128,Schmezko,Ugo,11/29/86
291149,Haraldson,Gaurav,9/7/86
291159,Auyong,Goa,1/14/86
291165,Kohling,Marco,8/19/86
291171,Emmerich,Ziyad,8/18/86
291172,Gewali,Herb,11/11/86
291182,Lortz,Magy,6/11/86
291204,Binkley,Maik,6/26/86
291217,Fortenbacher,Zhilian,9/20/86
291222,Mellouli,Stafford,3/18/86
291226,Lieblein,Alois,4/8/86
291228,Granlund,Berthier,3/15/86
291236,Vernadat,Yucel,10/29/86
291243,Pepe,Keiichiro,3/4/86
291244,Burnard,Wanqing,6/3/86
291248,Hettesheimer,Kazuyasu,7/27/86
291265,Dulli,Dinah,6/4/86
291270,Riefers,Lorien,1/2/86
291271,Gewali,Joydip,11/19/86
291274,Vieri,Tooru,6/2/86
291286,Speek,Kyoichi,3/16/86
291290,Gopalakrishnan,Stevo,6/4/86
291311,Hofman,Adly,3/16/86
291312,Rosen,Oscar,6/7/86
291315,Cincotta,Fan,12/3/86
291325,Speckmann,Arno,10/15/86
291330,Ligten,Mona,3/16/86
291342,Terkki,Bernt,6/16/86
291354,Matteis,Kenton,1/9/86
291361,Bashian,Radhia,6/20/86
291362,Bressoud,Gianluca,4/30/86
291367,Kamble,Xiadong,8/14/86
291368,Rodier,Gita,3/24/86
291376,Jahnichen,Fai,6/3/86
291378,Erman,Munehiro,7/4/86
291390,Binkley,Fay,12/30/86
291392,Crouzet,Yucai,8/14/86
291394,Hartvigsen,Jolita,9/7/86
291417,Ravishankar,Edwin,5/23/86
291426,Cooman,Geraldo,8/15/86
291431,Shumilov,Jaideep,12/19/86
291434,Menhardt,Marko,1/17/86
291442,Riesenhuber,Claude,7/14/86
291456,Glinert,Thanasis,6/8/86
291458,Ginneken,Yannis,5/17/86
291461,Whittlesey,Oddvar,3/9/86
291465,Haldar,Anyuan,12/11/86
291487,Hasenauer,Abdelwaheb,3/17/86
291498,Pettis,Jeane,2/7/86
291517,Zeidenstein,Limsoon,4/12/86
291518,Siepmann,Gritta,6/29/86
291534,Paciorek,Akhilish,8/25/86
291542,Rabehasaina,Barna,1/17/86
291550,England,Lorien,11/16/86
291560,Schapiro,Dietrich,5/30/86
291567,Menhardt,Yinghua,2/3/86
291573,Dichev,Chirstian,6/18/86
291580,Gniady,Nidapan,7/24/86
291582,McConalogue,Phillip,6/21/86
291584,Lipner,Domenico,11/22/86
291597,Chinin,Kwangjo,11/5/86
291601,Hempstead,Leni,2/27/86
291616,Jansen,Stepehn,6/14/86
291621,Vasanthakumar,Constantino,12/28/86
291629,Soicher,Morris,5/15/86
291638,Ossenbruggen,Kamakshi,6/1/86
291642,Kakkad,Chrisa,8/22/86
291648,Demizu,Sigeru,10/29/86
291651,Baaleh,Ortrun,1/5/86
